TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100
20120613 17:00,0.9962977607,4.0539584412,-5.7987345594,7.075302222,6.83062756,-9.6029957722,11.7845237776
20120613 18:00,0.9440530534,4.129234758,-5.3261935009,6.739355822,6.8716673233,-8.6882848586,11.0772787988
20120613 19:00,0.9462276697,4.000967876,-5.2758668187,6.6213680334,6.5353862779,-8.3822796902,10.628917471
20120613 20:00,0.9775529276,4.4357876535,-3.9430043713,5.9349385488,7.4437738741,-6.5118809289,9.8901143937
20120613 21:00,0.9540185471,4.9448932699,-3.0328860546,5.8008936614,8.3705374837,-4.9091540751,9.7039008393
20120613 22:00,0.9811113907,5.0612744176,-2.6292130877,5.7034428366,8.5304088003,-4.205276096,9.5106372733
20120613 23:00,0.962061033,5.1627983975,-2.4856496046,5.7300035995,8.5163205234,-3.790880328,9.3219358997
20120614 0:00,0.9092502067,6.9476394886,-2.5455118688,7.3992786903,9.657470956,-3.5701336191,10.2962420001
20120614 1:00,0.8434006686,6.2125730221,-2.6012860967,6.7351876671,8.5369671576,-3.5340993541,9.2395706878
20120614 2:00,0.8188957981,6.7877728424,-2.3248271446,7.1748645571,9.1944800601,-3.1567525117,9.721293638
20120614 3:00,0.8583623881,7.4973393408,-1.7792448016,7.7055700149,10.1308866103,-2.4351784779,10.4194509322
20120614 4:00,0.84919665,8.0656367633,-1.5445068523,8.2121859339,11.0351781343,-2.0952948472,11.2323380003
20120614 5:00,0.8602943819,7.9308099254,-1.5481746327,8.0805068384,11.0008094222,-2.0871506708,11.1970534457
20120614 6:00,0.7443567808,7.1006815447,-1.0305591156,7.1750770372,9.9472111979,-1.4671073701,10.0548204684
20120614 7:00,0.6946551166,5.8016502704,-0.6229770122,5.8350018182,8.6310585498,-0.9469659672,8.6828518491
20120614 8:00,0.5957999353,4.4708679661,-0.6426913322,4.5168254913,7.5543600436,-1.0289506768,7.624112746
20120614 9:00,0.5642320549,4.2058158889,-0.7600603069,4.2739418528,7.2698321809,-1.1565427746,7.3612533666
20120614 10:00,0.4605603681,3.9881602769,-0.9718746283,4.1048706054,7.3013837854,-1.4432177858,7.4426529383
20120614 11:00,0.4757736961,3.8620764762,-1.1373832214,4.0260744281,7.4490002211,-1.7282639617,7.6468621418
20120614 12:00,0.4748032062,3.8556342383,-0.9567450339,3.9725654732,7.4039265003,-1.4285582682,7.5404844903
20120614 13:00,0.725198591,3.5390442571,-0.6743259387,3.6027142165,6.9881214257,-0.9333923398,7.0501817225
20120614 14:00,0.5544732396,3.1225995872,-0.5629171073,3.1729330046,6.647251412,-0.7341314892,6.6876677831
20120614 15:00,0.6422576471,2.8345395172,-0.7155884688,2.9234707338,6.323847465,-0.9920304103,6.4011851321
20120614 16:00,0.7389202401,2.7020134786,-0.9067715252,2.8501072677,6.1863726165,-1.3921809467,6.3410861797
20120614 17:00,0.7528395816,2.6605990915,-1.1722271358,2.9073878282,6.0922812243,-1.9362119338,6.3925587341
20120614 18:00,0.7903831638,2.5271527332,-1.6031913396,2.9927785431,5.8517002394,-2.861390379,6.5138276453
20120614 19:00,0.8234427231,2.3449294301,-1.9117433706,3.0254680212,5.4522343886,-3.5905656442,6.5283245533
20120614 20:00,0.8251949966,2.2947720058,-2.1886607952,3.171153518,5.3175766476,-4.2328696938,6.7966026255
20120614 21:00,0.8579400453,2.3094971212,-2.5499371702,3.4403425011,5.2060191886,-4.8958056572,7.1464360925
20120614 22:00,0.8185093994,2.4493857175,-2.7035254769,3.6480872245,5.2787005634,-5.0842076058,7.3289730943
20120614 23:00,0.7185309658,2.9638444368,-3.1798784639,4.3469530582,5.0984056801,-4.9137228454,7.0808483023
20120615 0:00,0.6668703497,3.4930282715,-3.3508887277,4.8404237181,4.9806505844,-4.6047870852,6.7831367629
20120615 1:00,0.5811706984,4.5255625827,-3.6657504104,5.8239542204,6.1767866366,-4.9165694762,7.8946404964
20120615 2:00,0.6570935624,5.403444015,-3.3788084248,6.3728763988,7.2197741604,-4.518636542,8.5172304845
20120615 3:00,0.5322418317,5.2669441582,-3.0536397665,6.0881373662,6.9683348505,-4.0690544954,8.0693800924
20120615 4:00,0.4850652385,5.0104493291,-2.965089373,5.8220578381,6.614377367,-3.9593001316,7.7088290605
20120615 5:00,0.452428022,4.6723222327,-2.7458908579,5.419456767,6.1746283592,-3.6863815263,7.191345085
20120615 6:00,0.3481362999,4.3966460513,-2.3079777095,4.9656074762,5.9048436919,-3.1687165588,6.701338945
20120615 7:00,0.2886668344,3.5419606731,-1.4974754736,3.845506235,5.6269654846,-2.476735837,6.1479233055
20120615 8:00,0.1695751411,2.3487021205,-0.9385918423,2.5292995665,5.4424327722,-2.2278810227,5.8807761674
20120615 9:00,0.1601847525,2.0462612612,-1.0097224863,2.2818248505,5.2643748917,-2.3305923257,5.7571958095
20120615 10:00,0.1330649509,1.8829967265,-1.2434374594,2.2565046837,5.1710293968,-2.5870771225,5.7820855287
20120615 11:00,0.1585403113,1.8740751673,-1.6121554915,2.4720847601,5.2757058478,-3.1311535679,6.1349160433
20120615 12:00,0.3366252112,2.2777757243,-2.0379715915,3.0564015538,5.7958506863,-4.0256222873,7.0567357877
20120615 13:00,0.587541785,2.7318830912,-1.8269990692,3.286504347,6.4395569025,-3.5449333889,7.3508125968
20120615 14:00,0.6992110276,2.9241426935,-1.757320071,3.4115662567,6.772471182,-3.3465538435,7.5541901312
20120615 15:00,0.8054796736,2.9361867985,-1.8139342571,3.4513114036,6.7158164019,-3.3383369393,7.4997788943
20120615 16:00,0.744931886,2.7724761859,-1.8419994091,3.3286012114,6.5329023974,-3.4880019809,7.4057390957
20120615 17:00,0.7099672909,2.7006576338,-1.7123190514,3.1977473616,6.4114992971,-3.3659222607,7.2413228006
20120615 18:00,0.8321951044,2.7541869894,-1.3890859209,3.0846564911,6.5366793828,-2.7924997287,7.1081806454
20120615 19:00,0.7363682111,2.8032555654,-1.153919302,3.0314635938,6.7039458765,-2.2155556663,7.0605649367
20120615 20:00,0.8083372273,2.7300987794,-1.0682722,2.9316624701,6.6796652565,-1.9895907995,6.9696771437
20120615 21:00,0.9288487114,2.8616917786,-0.9666569943,3.020547232,6.8873994503,-1.7794728196,7.113564135
20120615 22:00,0.9851101686,3.1034660349,-1.0823047761,3.2867742633,7.1512488549,-1.8733802966,7.3925580093
20120615 23:00,0.993413249,3.8765191457,-1.5148952232,4.1620077156,7.1048458921,-2.2155556663,7.4422793593
20120616 0:00,0.9496783006,4.7254055104,-1.4292481212,4.9368215919,7.0050255652,-1.9467455131,7.2705021328
20120616 1:00,0.8012023292,5.0053080049,-0.916580683,5.0885389232,6.8114276711,-1.118881677,6.9027127367
20120616 2:00,0.8375148269,5.8693338503,-0.3705662239,5.8810202493,7.8251270695,-0.426582736,7.8367459117
20120616 3:00,0.8885823658,6.1918194091,-0.120441758,6.1929907002,8.2227857012,-0.1162418313,8.2236072895
20120616 4:00,0.9447000467,6.2389098688,-0.1938478513,6.2419206452,8.2964261886,-0.2350485462,8.2997551362
20120616 5:00,0.9381582258,6.1161383132,-0.3796287046,6.127908764,8.202471084,-0.5165205294,8.2187179865
20120616 6:00,0.9602548435,5.9155834089,-0.3905036814,5.9284585006,8.1354328472,-0.5409480783,8.1533976007
20120616 7:00,0.951906833,5.2786008514,-0.4498629296,5.2977357054,8.1714912928,-0.6941754301,8.2009236965
20120616 8:00,0.8466086769,3.9659542873,-0.4543941699,3.991900233,7.6052213382,-0.805209743,7.6477287043
20120616 9:00,0.6763955286,3.8393986768,-0.2359883863,3.8466443452,7.5331044472,-0.1978520513,7.5357022265
20120616 10:00,0.7335466015,4.0723282721,0.1074796303,4.0737463626,7.8901338445,0.5954881145,7.9125734233
20120616 11:00,0.7831044894,4.0302832188,0.355338476,4.0459174802,7.8134461646,1.1750872279,7.9013145084
20120616 12:00,0.931158118,4.0588738551,0.4024633754,4.0787784618,7.7839899696,1.2905629134,7.8902504701
20120616 13:00,0.9728712124,4.5247330457,0.4278383212,4.5449152648,8.1394957707,1.2034009777,8.2279745572
20120616 14:00,0.9945814313,4.8140030124,0.606822314,4.8520983424,8.4665611076,1.4193627164,8.5847101005
20120616 15:00,0.9932604867,4.834184638,0.7844469347,4.8974174937,8.3639722908,1.6247761953,8.520324534
20120616 16:00,0.9507925668,4.6802997429,0.7717594618,4.7435027512,8.057221571,1.5631521516,8.2074517418
20120616 17:00,0.9782718091,4.6163912619,0.9253685088,4.7082242045,7.8947046334,1.845734478,8.1075950202
20120616 18:00,0.9898098559,4.6966973137,0.9733996562,4.7965062855,7.8799765359,1.9684273938,8.1221140481
20120616 19:00,0.9942759067,4.757662641,0.9489309585,4.85137339,7.5930325679,1.8357413898,7.8117917297
20120616 20:00,0.9930178642,4.4831084429,0.5941348411,4.5223066593,7.392425723,1.3821662215,7.520528009
20120616 21:00,0.9830254125,4.4578814109,0.3961196389,4.4754460607,7.2273694583,0.9868840675,7.2944368836
20120616 22:00,0.9836184896,4.3834616666,0.4137914762,4.4029489627,7.0389513837,0.982442695,7.1071815955
20120616 23:00,0.9413752202,4.5339829574,0.6797752832,4.5846587543,6.7255984134,1.2505905607,6.8408808474
20120617 0:00,0.6858128752,4.5318807047,0.9439465941,4.629144402,6.4218948862,1.5770314407,6.6126970363
20120617 1:00,0.4040023723,4.458455323,1.8179668025,4.8148548433,5.8977679795,2.5933208216,6.4427463107
20120617 2:00,0.268708889,4.0541119845,1.9876260192,4.5151391091,5.2671312759,2.7175820329,5.926881472
20120617 3:00,0.2359099242,4.3524978819,2.4456499113,4.9925385627,5.7715439154,3.2033942262,6.6009433974
20120617 4:00,0.3589734373,4.7085311227,1.9943451961,5.1134800376,6.2735384693,2.6529942846,6.8114362362
20120617 5:00,0.3555946947,5.0467018065,2.0313006691,5.4401637413,6.909011344,2.7358350922,7.4309643656
20120617 6:00,0.5061284641,4.8554912518,1.8907578856,5.2106391814,6.6884819446,2.6157861253,7.1817914044
20120617 7:00,0.629039215,3.9794140183,1.3689018129,4.2082808964,5.9461296899,2.1348882171,6.3177690674
20120617 8:00,0.502534057,2.9502871476,0.7518574009,3.044582698,5.6985177327,1.7803576425,5.9701572579
20120617 9:00,0.434716581,2.6389102996,0.3391879529,2.6606194836,5.5853513303,1.3324556491,5.7420891268
20120617 10:00,0.3669799792,2.6194238736,0.1684088734,2.6248319905,5.6467707025,1.1443087303,5.7615502981
20120617 11:00,0.2428021998,2.6393162668,0.1773677759,2.6452693027,5.8189383916,1.15343526,5.9321544909
20120617 12:00,0.2919018008,2.6738234794,0.0508232776,2.674306453,6.0065818279,0.867704678,6.0689320859
20120617 13:00,0.2873728478,2.7140142329,0.02394657,2.7141198748,6.1241007842,0.6978108185,6.163728608
20120617 14:00,0.3361040221,2.7014292495,0.1941657182,2.7083981089,6.1081414197,0.9554597708,6.1824182144
20120617 15:00,0.3745192481,2.7911480023,0.1941657182,2.7978934034,6.1332895092,0.9231658966,6.202376599
20120617 16:00,0.2337712519,2.8337745591,0.0065886964,2.8337822187,6.1782658998,0.5545945071,6.2031076564
20120617 17:00,0.2680978398,2.804138953,-0.1737092171,2.8095142213,6.2411361233,0.1895333214,6.244013372
20120617 18:00,0.2838323569,2.9596243934,-0.2347417407,2.9689190347,6.397828065,0.0133210952,6.3978419331
20120617 19:00,0.3556665828,3.0960293751,-0.3019335097,3.1107172381,6.4350665821,-0.1291931754,6.4363633204
20120617 20:00,0.5270299414,3.1069904897,-0.2784163905,3.119439948,6.3064244324,-0.1207686865,6.3075806929
20120617 21:00,0.6484939434,3.3907615676,0.0032291079,3.3907631052,6.1013707803,0.3503006513,6.1114184888
20120617 22:00,0.5353150498,3.3838601251,0.128093812,3.3862837109,5.9282358571,0.6430516406,5.9630106313
20120617 23:00,0.4071564645,3.9911870673,0.5334841516,4.0266834425,5.5452111107,0.5840802183,5.5758870114
20120618 0:00,0.3578861292,4.9147624641,1.0743778921,5.0308227889,6.6289970408,1.6139739866,6.8226471253
20120618 1:00,0.3562057439,5.1014402441,1.6611019761,5.3650677852,6.8284418745,2.2427881048,7.1873303053
20120618 2:00,0.4809945724,5.2638166566,2.0797293326,5.6597738375,7.1560944086,2.7806155214,7.6773374202
20120618 3:00,0.5200927357,5.3956711871,1.675672674,5.6498802172,7.7307089274,2.4337659864,8.1047564675
20120618 4:00,0.4983465727,4.8979610304,1.220618573,5.0477650457,6.6401639258,1.6740672074,6.8479396884
20120618 5:00,0.4483214119,4.8617417304,1.3926648895,5.0572767521,6.5677869481,1.9163001822,6.8416395538
20120618 6:00,0.3746899824,4.8564512708,1.6823976114,5.1396089996,6.6822208182,2.3558301597,7.085337734
20120618 7:00,0.3259947522,4.5101296492,1.6308397576,4.7959261637,6.55458304,2.4983614464,7.0145825781
20120618 8:00,0.3290859423,3.2770456143,1.0928447614,3.4544663308,5.9726330167,2.3066814402,6.4025873223
20120618 9:00,0.3242155206,2.7036411902,0.698875509,2.7925083102,5.5031607291,1.984406265,5.8500124987
20120618 10:00,0.2958107185,2.3719700719,0.748191717,2.4871736705,5.0170612978,2.2919368244,5.5157844839
20120618 11:00,0.3129200963,1.9650116445,0.4797546303,2.0227296578,4.477168167,2.0770867075,4.9355165876
20120618 12:00,0.1998041048,1.8872825849,0.2141196009,1.8993901018,4.3294800098,1.6466843494,4.6320585599
20120618 13:00,0.2383091909,1.990243067,0.2970604962,2.012290338,4.355887826,1.6494928476,4.6577446696
20120618 14:00,0.1571384925,1.9475124322,0.4752713387,2.0046664358,4.3221445053,1.8917258225,4.7180037847
20120618 15:00,0.0385949463,2.0028587783,0.2309319446,2.0161281826,4.2659056375,1.4816850766,4.515898756
20120618 16:00,0.0373638618,2.1925014054,0.115487185,2.1955408679,4.2673727384,1.1917076314,4.4306474885
20120618 17:00,0.0894108767,2.2189537032,0.1900219084,2.2270751812,4.2683508057,1.1418567873,4.4184449214
20120618 18:00,0.1198555048,2.0545424986,0.4231530734,2.0976661798,4.1788576509,1.3791748902,4.4005652641
20120618 19:00,0.1110761655,1.8738529568,0.3928908549,1.9145986858,3.8512051167,1.3770685165,4.0899998228
20120618 20:00,0.3023794975,2.256800837,0.0443149303,2.2572358828,3.5553397688,0.9445597846,3.6786728664
20120618 21:00,0.0287552568,2.3976084528,-0.7352174028,2.5078020102,3.2990861451,0.3021158079,3.3128904832
20120618 22:00,0,1.9816969401,-1.3791301639,2.4143576312,3.0442996223,-0.3768386462,3.0675344424
20120618 23:00,0,1.376956717,-1.2535979981,1.8621272087,2.8941662969,-1.0782610864,3.0885021491
20120619 0:00,0.0005661191,1.895014795,-1.2552792325,2.2730611573,2.2921658947,-1.5739610291,2.7805355258
20120619 1:00,0.0239028072,0.019478915,-2.5973973433,2.5974703823,0.0568910034,-3.4075568665,3.4080317464
20120619 2:00,0.053646526,0.1390768192,-3.5836457602,3.5863434437,0.1802799528,-4.6124991337,4.6160209185
20120619 3:00,0.0266255706,0.6875358951,-3.8075629706,3.8691396179,0.891440293,-4.8806510256,4.9613929727
20120619 4:00,0.0800204881,1.3177403399,-3.8205029099,4.0413713128,1.7106855269,-4.921047934,5.2099095712
20120619 5:00,0.1089914094,1.6491513674,-3.7394876378,4.0869876469,2.1635899264,-4.881347524,5.3393515542
20120619 6:00,0.1489612163,1.5066003301,-3.721484244,4.0148835018,2.0339837044,-4.9962697634,5.3944231627
20120619 7:00,0.1185165882,1.0769337853,-2.7808069177,2.9820585996,2.0325489491,-5.0798495738,5.4713916806
20120619 8:00,0.1102764099,0.9049866301,-2.1090552863,2.295019608,2.4629755168,-5.121639479,5.6830836128
20120619 9:00,0.1744904928,1.1256588574,-2.186132316,2.4589189426,3.1382669764,-5.2943710873,6.1545986729
20120619 10:00,0.4980949642,1.1679409447,-2.6013355857,2.8514966035,3.2616559258,-6.0988267628,6.9162191449
20120619 11:00,0.7222511772,1.1590818407,-3.1476260665,3.3542541001,3.114832641,-6.9993992203,7.6611860587
20120619 12:00,0.7856205744,1.3064651166,-3.7428632741,3.9643254899,3.1923094232,-7.7376875459,8.3703433628
20120619 13:00,0.9623306136,1.5295534632,-4.2222036342,4.4907167942,3.3726103299,-8.2628473548,8.9246370709
20120619 14:00,0.9869163581,1.7949238971,-4.6801649641,5.0125538289,3.6385182984,-8.768505208,9.4934450539
20120619 15:00,0.9920743323,2.1202946265,-5.2348945358,5.6479881466,3.9962506013,-9.4183382342,10.2310856688
20120619 16:00,0.9904478631,2.6184178841,-5.6973567141,6.2702460673,4.6514554877,-9.9428015448,10.9770369732
20120619 17:00,0.9927932138,3.4737241082,-5.9268999852,6.8698546283,5.8791277091,-10.1433930898,11.7240166323
20120619 18:00,1,4.2017813837,-5.9769719242,7.3061043093,6.9709764358,-10.0974241941,12.2699832039
20120619 19:00,0.9976816074,4.6101055415,-5.9195861064,7.5029709299,7.5941384554,-9.9525525226,12.5189552518
20120619 20:00,0.9954980051,4.5376219632,-5.7997510164,7.3639069069,7.5711823718,-9.7470854886,12.3421423598
20120619 21:00,0.9956417814,4.187284668,-5.8880801673,7.2251533511,7.1369297902,-9.8682762138,12.1786141355
20120619 22:00,0.996432551,3.934397517,-6.1530676198,7.3034050248,6.7954580465,-10.2395098718,12.2892559774
20120619 23:00,0.9882283167,3.9368136363,-6.7207371308,7.7888901127,6.4841161625,-10.548058672,12.3816519156
20120620 0:00,0.9451223896,3.8486252827,-7.0948701583,8.0714991872,6.2512075642,-10.9325258001,12.5935585273
20120620 1:00,0.9165288811,4.8460959423,-7.3847814097,8.8328728255,7.2751268676,-10.7205578325,12.9559959547
20120620 2:00,0.9024388052,5.2994893558,-7.659159947,9.3138240549,7.7154324588,-10.8596479939,13.3214058033
20120620 3:00,0.9037238058,5.3460818753,-7.707692753,9.380251542,7.728712175,-10.8364663003,13.3102214017
20120620 4:00,0.8992218109,5.1918445695,-7.6750172004,9.2661285907,7.5108418306,-10.7996133516,13.1546339192
20120620 5:00,0.8844398117,5.226869291,-7.3703657248,9.0356213678,7.5805603408,-10.5309434672,12.9755795782
20120620 6:00,0.8971999569,5.4296270826,-6.3151375851,8.3283739694,8.1399683869,-9.3867188492,12.4245553681
20120620 7:00,0.9189011897,5.6786560659,-5.7091982936,8.0524580018,8.9786654649,-8.9427002572,12.6723447483
20120620 8:00,0.9855774415,5.5687619856,-4.6890483206,7.279992047,9.2305650821,-7.9179505213,12.1613022409
20120620 9:00,0.973158765,5.6471659493,-3.8692763687,6.8455666586,9.5584080765,-6.6292861203,11.6323084305
20120620 10:00,0.9804554114,5.3338714219,-3.9850823713,6.6581578422,9.23347002,-6.6697054835,11.390431943
20120620 11:00,0.981273139,4.8599130343,-4.1878630065,6.4153683653,8.5952136588,-7.0394237756,11.1099588178
20120620 12:00,0.9876532116,4.7416644331,-3.7895095786,6.0699064608,8.2466211079,-6.7547050265,10.6598686527
20120620 13:00,0.9857391898,4.7516255925,-2.2792263167,5.2699922556,8.3980928711,-4.5554161503,9.5540452257
20120620 14:00,0.981282125,4.5202696337,-1.8164828292,4.8715959839,8.2146667907,-3.6959102814,9.0078023563
20120620 15:00,0.9671650911,4.2998388175,-1.9601591561,4.7255515841,7.832459958,-3.7488120949,8.6833761359
20120620 16:00,0.9721163869,3.8509439921,-2.1470825378,4.4090512647,7.2195180559,-4.0888102671,8.2969759768
20120620 17:00,0.9383469322,3.0848987065,-2.3734087918,3.8922576126,6.2189744363,-4.7682122091,7.8365483927
20120620 18:00,0.7227004781,3.3503154036,-2.6463457606,4.269397989,6.4592543018,-5.2270908612,8.3092987073
20120620 19:00,0.6657021674,3.9637300219,-3.0048157935,4.9739394487,6.6804445753,-5.1943987292,8.4622761643
20120620 20:00,0.7254591855,4.65329931,-2.4786432921,5.2722734222,7.9312278475,-4.4062211482,9.0729906853
20120620 21:00,0.7189712807,4.5642915314,-2.3662009494,5.1411734183,7.6444689752,-4.0460132944,8.6491692948
20120620 22:00,0.7009902592,3.5466466408,-2.8058793409,4.5223512989,6.0206086752,-4.7563241612,7.6727015025
20120620 23:00,0.5902106323,3.7934263301,-3.4204680434,5.1078062765,6.004424021,-5.4612854064,8.1165723131
20120621 0:00,0.6329930628,4.8078579435,-3.6515995257,6.0373567976,7.0560115498,-5.542718535,8.9726823052
20120621 1:00,0.6631411524,5.6691417367,-4.3416085808,7.1406395442,8.722099649,-6.6522323762,10.9693763667
20120621 2:00,0.6471011107,7.4931744552,-4.7761940752,8.8859266967,10.1187617743,-6.2266291484,11.8810879298
20120621 3:00,0.6486467057,7.2624334741,-3.852307472,8.2209009741,11.1532137365,-5.3699451739,12.3786302886
20120621 4:00,0.6617662917,8.7807764988,-2.9499483237,9.2630573265,13.5438008128,-4.0925877387,14.1486329677
20120621 5:00,0.6605352072,9.4005770901,-2.1014078124,9.6325886667,14.8239477807,-2.9412132409,15.112913787
20120621 6:00,0.6677348046,7.4599107006,-2.2458211552,7.7906341412,12.8857434675,-3.4456927426,13.3384850409
20120621 7:00,0.704962079,7.5946499596,-2.4265620781,7.9728860225,12.8158343731,-3.521282505,13.2907878307
20120621 8:00,0.6854983645,7.8068642925,-1.5434879413,7.9579824771,11.8036722671,-1.8588554828,11.9491431783
